"","away_team_api_id","home_team_api_id","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassingClass","H_chanceCreationCrossingClass","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressureClass","H_defenceAggressionClass","H_defenceTeamWidthClass","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassingClass","A_chanceCreationCrossingClass","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressureClass","A_defenceAggressionClass","A_defenceTeamWidthClass","result"
"1481",9850,9825,866,819.5939669,924,868.0962077,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
"1482",9864,9906,844,835,916,868,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
"1483",8696,8394,780,819.5939669,824,868.0962077,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1484",8370,8302,818,767,872,797,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1485",10205,10267,838,814,895,873,1,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,2
"1486",8305,8315,776,783,827,834,2,1,2,2,2,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,1
"1488",8560,8371,786,796,821,837,2,1,2,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,3,2
"1489",8581,8661,789,805,833,829,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1490",8603,9869,817.8481077,776,868.4805294,826,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1491",8633,7878,784,819.5939669,809,939,2,1,2,2,3,3,2,2,2,3,3,2,1,2,1,3,2,3,1,2,3,3,3
"1492",8586,10252,812,890,856,927,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1493",8659,8559,793,786,839,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1495",10003,10260,885,793,938,869,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1496",8456,10261,836,895,898,942,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1500",8455,8650,864,848,914,894,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1501",10267,8560,796,787,837,881,1,1,2,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,2
"1502",8634,8603,789,941,828,969,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,1
"1503",8655,8455,835,775,894,858,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1506",10252,9850,817.8481077,811,868.4805294,865,2,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1508",10260,8472,810,877,863,925,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1509",8650,10003,799,868,883,901,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1510",9879,8586,869,825,923,864,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1511",9825,8659,817.8481077,836,868.4805294,895,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1513",9906,10205,826,839,872,907,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,3
"1515",8302,8558,810,827,864,870,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1516",8315,8581,792,826,826,876,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1517",8371,8696,817.8481077,790,868.4805294,818,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,3,3
"1519",9869,9864,844,819.5939669,883,868.0962077,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1520",7878,8370,782,819.5939669,816,815,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1521",8472,9825,853,796,916,869,1,1,1,2,2,2,1,1,2,3,2,3,1,2,2,2,3,2,2,2,3,2,1
"1524",10003,10172,810,806,865,877,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1526",8650,8659,808,893,848,928,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1528",8305,8302,848,806,894,849,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1529",9864,9910,762,826,817,864,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,2,3
"1531",8466,8456,892,819.5939669,946,835,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1532",8455,8528,791,890,842,925,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1533",8603,8315,810,782,855,833,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1536",9906,8581,796,845,815,903,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,1
"1537",10260,8668,836,892,866,941,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1538",10281,8394,775,738,827,791,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1539",7878,8370,756,800,803,828,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1542",8668,10252,793,844,873,870,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1545",10172,9850,782,817,830,861,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1546",8528,8466,782,798,836,845,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1549",8370,8603,777,755,827,804,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1550",8394,8558,800,819.5939669,840,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,3
"1551",8661,9864,807,769,847,819,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1553",8456,8650,833,888,912,934,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
"1554",9825,10194,810,855,865,906,3,1,3,2,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,1
"1555",8634,8371,782,957,802,989,2,1,2,2,2,2,2,2,2,3,3,1,1,1,1,2,1,2,1,2,3,2,3
"1556",9783,10267,843,798,903,847,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,1
"1557",8633,8305,806,934,850,964,1,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,2
"1558",8302,7878,790,855,831,901,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,1
"1560",8581,10281,746,808,791,819,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1562",8472,10003,807,822,879,884,1,1,1,2,2,2,2,1,2,3,2,3,1,2,2,2,3,2,2,2,3,2,1
"1563",9850,8586,849,785,907,832,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
"1564",8668,8659,798,850,845,874,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1565",9879,8654,797,833,837,857,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1566",10194,8528,797,803,840,865,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
"1568",8560,8661,781,780,819,832,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,2
"1569",8371,9910,763,779,817,813,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,3,2
"1570",8305,9783,794,813,833,856,2,1,2,2,2,2,3,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,1
"1571",9825,8650,875,847,922,904,2,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1572",10252,10261,840,783,902,858,2,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,1
"1574",10281,8315,813,739,858,791,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,2,2
"1577",7878,8633,914,792,953,823,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,3,3,2,2,2,3,3,2
"1578",8302,8370,756,853,812,888,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1579",8466,9825,839,819.5939669,915,841,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1580",10003,10252,789,785,866,852,3,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1581",8659,9879,822,793,851,835,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1582",8528,10260,858,792,907,833,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1585",8456,10194,821,874,875,938,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
"1586",8650,8472,810,877,875,928,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
"1588",9910,10267,840,753,906,824,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1592",8370,9906,836,748,910,804,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1593",8315,8558,803,813,856,860,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,1
"1598",8603,10281,746,773,791,828,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1599",10194,8455,883,804,941,873,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1600",10252,8466,757,807,830,869,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1601",8668,10003,789,853,855,882,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1602",9798,8659,803,761,863,809,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1603",8472,8654,788,816,823,875,2,1,2,2,2,2,2,2,1,3,2,3,1,2,2,2,3,2,2,2,3,2,1
"1605",8558,8603,783,813,829,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1608",7878,8634,912,798,966,832,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1609",10260,8650,861,865,915,916,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1610",9825,8456,885,850,939,903,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,1,1,2,3,2,1
"1611",9850,10261,820,788,880,836,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1612",10172,8586,857,844,910,876,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1617",8302,9783,794,845,833,878,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1620",8455,9825,839,910,909,945,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1622",8456,9879,839,883,861,946,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1624",8650,9850,787,853,829,917,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1626",10003,10194,816,793,873,873,3,1,3,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1627",8528,8472,818,800,881,846,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1628",8603,9864,812,779,851,815,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1629",8315,8560,783,810,834,858,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1630",8394,10267,846,764,905,829,1,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"1631",8634,8302,834,950,882,982,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1634",9906,8558,791,825,853,899,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,3
"1635",8581,8371,776,810,805,822,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1636",9910,7878,797,753,842,821,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1637",9783,8633,912,791,965,842,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,2,3,2,2,3,2,2
"1640",8302,9910,762,813,814,864,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1643",9798,10003,790,754,863,800,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1644",10172,8659,811,847,848,865,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1645",9825,8654,790,852,838,909,2,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1646",8668,8528,797,853,840,882,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1648",8560,8603,759,785,818,846,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,2
"1652",10260,10261,814,858,881,920,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1654",10252,8586,858,772,921,845,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1655",9864,9906,856,820,913,849,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
"1656",8371,8315,817,781,864,821,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,3,2
"1658",7878,8661,776,798,823,832,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,3
"1659",8633,8634,919,939,975,966,1,1,1,1,2,1,2,1,2,3,2,2,1,2,1,3,2,3,1,2,3,3,1
"1660",10252,9879,831,794,860,854,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1661",9798,8650,812,751,884,801,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1662",10194,10260,865,804,919,869,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1664",8528,10003,794,792,868,833,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1667",8466,8654,805,784,856,839,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1668",10281,9864,803,750,845,793,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1669",8315,10267,831,831,896,880,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1670",9910,8633,917,746,963,802,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1672",8668,10172,841,847,896,876,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1673",10261,8472,818,849,884,904,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
"1678",8394,7878,790,760,833,824,2,1,2,2,3,3,2,2,2,3,3,2,1,1,2,2,2,2,2,2,3,2,3
"1679",8661,8302,830,764,881,818,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1682",10003,8456,882,794,944,875,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1684",8472,10194,816,802,869,876,3,1,3,2,2,3,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,1
"1685",8654,8528,797,809,840,847,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
"1689",8634,8370,755,927,802,966,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1690",10260,8455,883,874,941,931,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1691",8650,8668,840,819.5939669,881,898,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
"1692",8659,10261,835,813,879,858,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1695",8305,8315,817,804,862,842,2,1,2,2,2,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"1697",8302,8394,777,845,837,876,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1698",8633,8661,777,937,828,973,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1699",8560,10281,743,790,787,849,2,1,2,2,2,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,1
"1702",10194,9850,795,807,836,867,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1704",8455,10003,780,877,842,928,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1705",8528,8586,855,803,912,841,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1706",8456,8654,800,883,848,950,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,1
"1707",8370,9864,807,769,843,797,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1709",8394,8633,919,762,963,831,2,1,2,1,3,2,3,1,2,3,3,2,1,1,2,2,2,2,2,2,3,2,2
"1710",9910,8634,924,752,974,813,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1713",8558,8560,780,784,826,847,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1717",8661,9783,786,780,825,824,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1719",8603,8305,809,763,844,823,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1720",7878,8603,766,794,812,825,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,3
"1721",9879,9825,862,840,908,864,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1723",8472,8668,841,824,880,887,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1726",10172,10194,824,833,876,886,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1727",8659,8528,801,799,841,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1729",8371,8558,791,768,842,808,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,3
"1730",9783,8394,777,785,837,844,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"1731",9910,8370,770,756,798,820,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1734",8654,10261,826,800,895,838,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,3
"1735",10267,10281,735,823,775,904,2,1,2,2,2,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,1
"1736",8305,9906,844,809,911,843,2,1,2,2,3,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1737",8302,8315,826,844,875,883,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1738",8633,8581,800,920,822,948,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1739",8634,8661,770,958,814,986,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1741",8528,8650,835,796,902,848,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1745",8466,10172,823,759,882,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1746",8668,9798,753,851,783,875,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1747",8455,8659,800,872,853,925,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1748",9864,8371,771,808,804,845,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,2,1
"1751",8394,8634,919,819.5939669,966,868.0962077,1,1,1,1,2,1,2,1,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"1752",8472,9879,825,827,861,879,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,3
"1753",10281,8305,811,741,849,785,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1755",8603,8302,834,773,880,810,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1759",8370,8560,802,760,857,788,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1760",8371,8560,807,766,857,801,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,3,1
"1762",9850,8668,829,784,863,839,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
"1763",10172,10260,865,807,919,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1764",9879,10194,816,832,875,849,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1765",8659,8472,821,802,876,844,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1767",10267,9864,817,822,853,898,2,1,2,2,3,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1768",7878,10281,741,800,777,818,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1769",8633,8603,756,938,815,967,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,2
"1770",8661,8370,817.8481077,786,868.4805294,842,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1771",8456,8455,879,885,940,947,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
"1775",8305,8558,769,812,842,853,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"1779",9910,8394,775,755,827,823,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,3
"1782",8654,10260,854,796,920,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
"1783",9850,8466,748,775,839,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
"1784",10261,10194,816,830,875,888,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1785",8659,10003,783,805,859,850,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1786",8650,8586,867,874,919,921,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1787",8456,8528,787,883,840,940,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1788",9879,8455,861,823,926,846,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1791",10003,9825,858,793,927,857,1,1,1,2,2,2,1,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1792",8586,9879,819,851,856,916,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1793",8466,8650,859,759,916,855,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1794",8668,8456,905,850,944,874,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1795",10252,10172,821,750,866,837,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,1
"1797",10194,8659,798,812,835,878,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,3
"1799",8560,10267,832,806,903,868,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,3
"1803",8472,9850,779,817,829,877,2,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1806",8581,9910,775,808,823,817,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,1
"1810",8302,8558,791,828,846,883,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1811",8659,9825,869,805,931,841,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1812",10194,10252,761,807,843,871,3,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
"1815",9850,10003,785,779,860,829,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1816",10172,8528,774,802,834,845,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1817",10267,8371,774,816,794,904,2,1,2,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"1819",7878,9864,812,797,851,815,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1821",8586,8668,840,854,881,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1822",10260,8456,889,874,950,931,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1824",9783,9906,847,780,907,825,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"1826",9910,8315,814,755,859,816,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1827",8661,8581,785,788,824,844,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
