"id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"22580","2011-05-15","2010/2011","8371","8305","0","2","812","798","868","840","54","Balanced","Little","45","Mixed","Organised","38","Normal","54","Normal","57","Normal","Organised","59","Medium","39","Press","66","Normal","55","Balanced","Little","54","Mixed","Organised","56","Normal","69","Lots","68","Lots","Free Form","48","Medium","61","Press","68","Wide","win"
"22581","2011-05-15","2010/2011","8560","8302","1","3","826","785","894","844","68","Fast","Little","58","Mixed","Free Form","68","Risky","67","Lots","71","Lots","Free Form","57","Medium","58","Press","68","Wide","54","Balanced","Little","43","Mixed","Organised","54","Normal","51","Normal","60","Normal","Organised","49","Medium","49","Press","51","Normal","win"
"22582","2011-05-15","2010/2011","8558","8394","0","1","793","795","865","857","43","Balanced","Little","40","Mixed","Organised","46","Normal","38","Normal","42","Normal","Organised","38","Medium","40","Press","53","Normal","68","Fast","Little","55","Mixed","Organised","72","Risky","70","Lots","54","Normal","Organised","51","Medium","58","Press","56","Normal","win"
"22583","2011-05-15","2010/2011","8581","10267","0","0","846","794","895","843","41","Balanced","Little","40","Mixed","Organised","56","Normal","55","Normal","64","Normal","Free Form","40","Medium","48","Press","54","Normal","68","Fast","Little","56","Mixed","Organised","69","Risky","55","Normal","58","Normal","Organised","37","Medium","47","Press","54","Normal","draw"
"22584","2011-05-15","2010/2011","9783","8634","0","0","838","810","921","893","43","Balanced","Little","34","Mixed","Free Form","59","Normal","25","Little","68","Lots","Free Form","67","High","43","Press","68","Wide","56","Balanced","Little","42","Mixed","Organised","57","Normal","69","Lots","61","Normal","Organised","38","Medium","44","Press","69","Wide","draw"
"22585","2011-05-15","2010/2011","9864","8315","1","1","831","806","884","871","70","Fast","Little","69","Long","Organised","55","Normal","72","Lots","57","Normal","Organised","48","Medium","67","Double","55","Normal","58","Balanced","Little","54","Mixed","Organised","54","Normal","55","Normal","61","Normal","Organised","45","Medium","47","Press","54","Normal","draw"
"22586","2011-05-15","2010/2011","8696","9869","1","2","792","","839","","68","Fast","Little","53","Mixed","Organised","67","Risky","51","Normal","65","Normal","Organised","58","Medium","51","Press","55","Normal","53","Balanced","Little","56","Mixed","Organised","73","Risky","72","Lots","39","Normal","Organised","47","Medium","37","Press","53","Normal","win"
"22587","2011-05-15","2010/2011","10278","9906","1","2","837","788","903","843","57","Balanced","Little","54","Mixed","Organised","58","Normal","69","Lots","79","Lots","Organised","58","Medium","48","Press","54","Normal","54","Balanced","Little","55","Mixed","Organised","53","Normal","40","Normal","59","Normal","Organised","48","Medium","58","Press","53","Normal","win"
"2792","2011-05-17","2010/2011","10194","8456","0","3","872","792","948","834","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","win"
"22588","2011-05-21","2010/2011","9865","8633","1","8","892","","967","","54","Balanced","Little","39","Mixed","Free Form","67","Risky","60","Normal","67","Lots","Free Form","68","High","55","Press","55","Normal","55","Balanced","Little","53","Mixed","Organised","57","Normal","54","Normal","69","Lots","Organised","58","Medium","68","Double","67","Wide","win"
"22589","2011-05-21","2010/2011","10205","8371","0","1","804","832","853","890","55","Balanced","Little","54","Mixed","Organised","56","Normal","69","Lots","68","Lots","Free Form","48","Medium","61","Press","68","Wide","42","Balanced","Little","41","Mixed","Free Form","53","Normal","38","Normal","70","Lots","Free Form","50","Medium","48","Press","54","Normal","win"
"22590","2011-05-21","2010/2011","8305","8560","1","1","814","824","864","869","54","Balanced","Little","43","Mixed","Organised","54","Normal","51","Normal","60","Normal","Organised","49","Medium","49","Press","51","Normal","54","Balanced","Little","45","Mixed","Organised","38","Normal","54","Normal","57","Normal","Organised","59","Medium","39","Press","66","Normal","draw"
"22591","2011-05-21","2010/2011","8302","8558","3","2","776","810","855","888","68","Fast","Little","55","Mixed","Organised","72","Risky","70","Lots","54","Normal","Organised","51","Medium","58","Press","56","Normal","68","Fast","Little","58","Mixed","Free Form","68","Risky","67","Lots","71","Lots","Free Form","57","Medium","58","Press","68","Wide","lose"
"22592","2011-05-21","2010/2011","8394","8581","2","1","","787","","832","68","Fast","Little","56","Mixed","Organised","69","Risky","55","Normal","58","Normal","Organised","37","Medium","47","Press","54","Normal","43","Balanced","Little","40","Mixed","Organised","46","Normal","38","Normal","42","Normal","Organised","38","Medium","40","Press","53","Normal","lose"
"22593","2011-05-21","2010/2011","10267","9783","2","0","818","856","907","908","56","Balanced","Little","42","Mixed","Organised","57","Normal","69","Lots","61","Normal","Organised","38","Medium","44","Press","69","Wide","41","Balanced","Little","40","Mixed","Organised","56","Normal","55","Normal","64","Normal","Free Form","40","Medium","48","Press","54","Normal","lose"
"22594","2011-05-21","2010/2011","8634","9864","3","1","803","828","872","914","58","Balanced","Little","54","Mixed","Organised","54","Normal","55","Normal","61","Normal","Organised","45","Medium","47","Press","54","Normal","43","Balanced","Little","34","Mixed","Free Form","59","Normal","25","Little","68","Lots","Free Form","67","High","43","Press","68","Wide","lose"
"22595","2011-05-21","2010/2011","8315","8696","2","1","","840","","888","53","Balanced","Little","56","Mixed","Organised","73","Risky","72","Lots","39","Normal","Organised","47","Medium","37","Press","53","Normal","70","Fast","Little","69","Long","Organised","55","Normal","72","Lots","57","Normal","Organised","48","Medium","67","Double","55","Normal","lose"
"22596","2011-05-21","2010/2011","9869","10278","0","0","790","756","824","820","54","Balanced","Little","55","Mixed","Organised","53","Normal","40","Normal","59","Normal","Organised","48","Medium","58","Press","53","Normal","68","Fast","Little","53","Mixed","Organised","67","Risky","51","Normal","65","Normal","Organised","58","Medium","51","Press","55","Normal","draw"
"22597","2011-05-21","2010/2011","9906","8661","4","3","806","827","853","892","53","Balanced","Little","52","Mixed","Organised","55","Normal","52","Normal","53","Normal","Free Form","47","Medium","48","Press","55","Normal","57","Balanced","Little","54","Mixed","Organised","58","Normal","69","Lots","79","Lots","Organised","58","Medium","48","Press","54","Normal","lose"
"2799","2011-05-22","2010/2011","8483","10260","2","4","","778","","832","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","70","Fast","Little","30","Short","Organised","65","Normal","30","Little","65","Normal","Organised","45","Medium","50","Press","45","Normal","win"
"2800","2011-05-22","2010/2011","8658","8586","1","2","847","824","898","880","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","45","Balanced","Little","60","Mixed","Organised","35","Normal","50","Normal","40","Normal","Organised","30","Deep","60","Press","45","Normal","win"
"2801","2011-05-22","2010/2011","8472","8654","3","0","774","808","859","870","35","Balanced","Little","35","Mixed","Organised","30","Safe","45","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","lose"
"2802","2011-05-22","2010/2011","8650","10252","0","1","842","838","915","905","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","win"
"2803","2011-05-22","2010/2011","8455","8668","0","1","842","915","896","962","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","win"
"2804","2011-05-22","2010/2011","8659","10261","3","3","793","788","867","844","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","draw"
"2805","2011-05-22","2010/2011","8655","8602","3","2","784","819","843","897","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","lose"
"2806","2011-05-22","2010/2011","9825","9879","2","2","826","873","892","961","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","draw"
"2807","2011-05-22","2010/2011","8456","8559","2","0","","861","","944","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","lose"
"2808","2011-05-22","2010/2011","8528","10194","1","0","804","796","862","854","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","lose"
"2869","2011-08-13","2011/2012","8602","8655","2","1","811","779","884","855","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","lose"
"2870","2011-08-13","2011/2012","10252","9879","0","0","841","843","901","915","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","draw"
"2871","2011-08-13","2011/2012","8472","8650","1","1","841","818","915","887","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","draw"
"2873","2011-08-13","2011/2012","9825","10261","0","0","822","866","886","953","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","draw"
"2874","2011-08-13","2011/2012","8559","10172","4","0","769","","822","","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","lose"
"2878","2011-08-13","2011/2012","9850","8528","1","1","786","755","869","802","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","draw"
"2875","2011-08-14","2011/2012","8455","10194","0","0","822","909","878","959","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","draw"
"2877","2011-08-14","2011/2012","10260","8659","2","1","802","879","855","959","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","lose"
"2872","2011-08-15","2011/2012","10003","8456","0","4","876","764","948","854","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","win"
"2979","2011-08-20","2011/2012","8650","9825","2","0","832","865","930","919","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","lose"
"2980","2011-08-20","2011/2012","8655","10252","1","3","841","817","912","889","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","win"
"2982","2011-08-20","2011/2012","8659","8455","1","2","879","798","942","851","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","win"
"2983","2011-08-20","2011/2012","10172","8668","1","0","837","762","904","842","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","lose"
"2986","2011-08-20","2011/2012","10261","8472","1","0","816","832","885","887","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","lose"
"2987","2011-08-20","2011/2012","8528","10003","0","0","760","790","843","862","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","draw"
"2981","2011-08-21","2011/2012","8456","8559","3","2","","876","","957","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","lose"
"2985","2011-08-21","2011/2012","10194","9850","1","1","743","820","824","887","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","draw"
"2988","2011-08-21","2011/2012","9879","8602","0","2","795","843","857","901","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","win"
"2984","2011-08-22","2011/2012","8586","10260","0","3","860","867","943","901","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","win"
"3089","2011-08-27","2011/2012","8602","10252","0","0","829","777","910","859","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","draw"
"3090","2011-08-27","2011/2012","8668","8655","1","0","822","857","888","907","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","lose"
"3091","2011-08-27","2011/2012","9850","8455","1","3","885","760","944","818","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","win"
"3092","2011-08-27","2011/2012","8559","8650","1","3","857","","922","","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","win"
"3095","2011-08-27","2011/2012","8472","10003","0","0","760","820","843","879","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","draw"
"3098","2011-08-27","2011/2012","10172","8528","0","2","788","753","866","829","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","win"
"22768","2011-08-27","2011/2012","8696","10267","3","4","835","768","903","831","41","Balanced","Little","40","Mixed","Organised","56","Normal","55","Normal","64","Normal","Free Form","40","Medium","48","Press","54","Normal","53","Balanced","Little","56","Mixed","Organised","73","Risky","72","Lots","39","Normal","Organised","47","Medium","37","Press","53","Normal","win"
"22770","2011-08-27","2011/2012","8560","9869","2","1","789","782","864","835","68","Fast","Little","53","Mixed","Organised","67","Risky","51","Normal","65","Normal","Organised","58","Medium","51","Press","55","Normal","54","Balanced","Little","43","Mixed","Organised","54","Normal","51","Normal","60","Normal","Organised","49","Medium","49","Press","51","Normal","lose"
"22773","2011-08-27","2011/2012","8603","7878","1","0","745","773","802","840","53","Balanced","Little","52","Mixed","Organised","54","Normal","59","Normal","55","Normal","Organised","54","Medium","49","Press","67","Wide","37","Balanced","Little","51","Mixed","Organised","68","Risky","66","Normal","72","Lots","Free Form","42","Medium","40","Press","53","Normal","lose"
"3093","2011-08-28","2011/2012","9825","10260","2","8","860","","943","","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","win"
"3094","2011-08-28","2011/2012","9879","10261","1","2","819","830","888","894","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","win"
"3096","2011-08-28","2011/2012","8456","8586","5","1","870","880","911","959","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","lose"
"3097","2011-08-28","2011/2012","10194","8659","1","0","802","806","855","869","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","lose"
"22769","2011-08-28","2011/2012","8371","9906","0","0","832","778","902","841","57","Balanced","Little","54","Mixed","Organised","58","Normal","69","Lots","79","Lots","Organised","58","Medium","48","Press","54","Normal","55","Balanced","Little","54","Mixed","Organised","56","Normal","69","Lots","68","Lots","Free Form","48","Medium","61","Press","68","Wide","draw"
"22772","2011-08-28","2011/2012","9864","8302","1","2","839","855","904","907","68","Fast","Little","58","Mixed","Free Form","68","Risky","67","Lots","71","Lots","Free Form","57","Medium","58","Press","68","Wide","58","Balanced","Little","54","Mixed","Organised","54","Normal","55","Normal","61","Normal","Organised","45","Medium","47","Press","54","Normal","win"
"22774","2011-08-28","2011/2012","8558","8661","0","1","799","795","847","866","53","Balanced","Little","52","Mixed","Organised","55","Normal","52","Normal","53","Normal","Free Form","47","Medium","48","Press","55","Normal","68","Fast","Little","55","Mixed","Organised","72","Risky","70","Lots","54","Normal","Organised","51","Medium","58","Press","56","Normal","win"
"22775","2011-08-28","2011/2012","8370","8315","1","1","830","745","884","817","70","Fast","Little","69","Long","Organised","55","Normal","72","Lots","57","Normal","Organised","48","Medium","67","Double","55","Normal","53","Balanced","Little","55","Mixed","Organised","44","Normal","56","Normal","61","Normal","Organised","58","Medium","52","Press","68","Wide","draw"
"22776","2011-08-28","2011/2012","8633","8394","6","0","794","922","865","973","43","Balanced","Little","40","Mixed","Organised","46","Normal","38","Normal","42","Normal","Organised","38","Medium","40","Press","53","Normal","54","Balanced","Little","39","Mixed","Free Form","67","Risky","60","Normal","67","Lots","Free Form","68","High","55","Press","55","Normal","lose"
"22777","2011-08-28","2011/2012","8581","8305","1","1","803","788","872","840","54","Balanced","Little","45","Mixed","Organised","38","Normal","54","Normal","57","Normal","Organised","59","Medium","39","Press","66","Normal","68","Fast","Little","56","Mixed","Organised","69","Risky","55","Normal","58","Normal","Organised","37","Medium","47","Press","54","Normal","draw"
"22771","2011-08-29","2011/2012","10205","8634","0","5","895","857","950","909","43","Balanced","Little","34","Mixed","Free Form","59","Normal","25","Little","68","Lots","Free Form","67","High","43","Press","68","Wide","42","Balanced","Little","41","Mixed","Free Form","53","Normal","38","Normal","70","Lots","Free Form","50","Medium","48","Press","54","Normal","win"
"3189","2011-09-10","2011/2012","10003","9825","0","1","851","753","946","861","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","win"
"3190","2011-09-10","2011/2012","10260","8559","5","0","","874","","951","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","lose"
"3191","2011-09-10","2011/2012","10252","8668","2","2","837","855","897","916","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","draw"
"3193","2011-09-10","2011/2012","8528","8456","0","3","882","788","956","864","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","win"
"3196","2011-09-10","2011/2012","8650","10194","0","1","815","870","870","923","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","win"
"3197","2011-09-10","2011/2012","8455","8472","2","1","815","893","880","944","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","lose"
"3198","2011-09-10","2011/2012","8586","8602","2","0","792","875","860","910","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","lose"
"22878","2011-09-10","2011/2012","9906","10267","0","1","842","848","888","910","41","Balanced","Little","40","Mixed","Organised","56","Normal","55","Normal","64","Normal","Free Form","40","Medium","48","Press","54","Normal","57","Balanced","Little","54","Mixed","Organised","58","Normal","69","Lots","79","Lots","Organised","58","Medium","48","Press","54","Normal","win"
"22880","2011-09-10","2011/2012","8634","8560","2","2","791","883","848","938","54","Balanced","Little","43","Mixed","Organised","54","Normal","51","Normal","60","Normal","Organised","49","Medium","49","Press","51","Normal","43","Balanced","Little","34","Mixed","Free Form","59","Normal","25","Little","68","Lots","Free Form","67","High","43","Press","68","Wide","draw"
"22881","2011-09-10","2011/2012","8302","10205","2","2","841","835","906","904","42","Balanced","Little","41","Mixed","Free Form","53","Normal","38","Normal","70","Lots","Free Form","50","Medium","48","Press","54","Normal","68","Fast","Little","58","Mixed","Free Form","68","Risky","67","Lots","71","Lots","Free Form","57","Medium","58","Press","68","Wide","draw"
"22886","2011-09-10","2011/2012","8305","8633","2","4","904","799","968","868","54","Balanced","Little","39","Mixed","Free Form","67","Risky","60","Normal","67","Lots","Free Form","68","High","55","Press","55","Normal","54","Balanced","Little","45","Mixed","Organised","38","Normal","54","Normal","57","Normal","Organised","59","Medium","39","Press","66","Normal","win"
"3192","2011-09-11","2011/2012","8655","9879","1","1","846","806","907","876","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","draw"
"3194","2011-09-11","2011/2012","8659","9850","1","0","746","811","829","866","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","lose"
"22879","2011-09-11","2011/2012","9869","8371","1","2","766","","829","859","55","Balanced","Little","54","Mixed","Organised","56","Normal","69","Lots","68","Lots","Free Form","48","Medium","61","Press","68","Wide","68","Fast","Little","53","Mixed","Organised","67","Risky","51","Normal","65","Normal","Organised","58","Medium","51","Press","55","Normal","win"
"22883","2011-09-11","2011/2012","8661","8603","0","1","777","790","833","846","37","Balanced","Little","51","Mixed","Organised","68","Risky","66","Normal","72","Lots","Free Form","42","Medium","40","Press","53","Normal","53","Balanced","Little","52","Mixed","Organised","55","Normal","52","Normal","53","Normal","Free Form","47","Medium","48","Press","55","Normal","win"
"22884","2011-09-11","2011/2012","8315","8558","1","2","807","828","864","874","68","Fast","Little","55","Mixed","Organised","72","Risky","70","Lots","54","Normal","Organised","51","Medium","58","Press","56","Normal","70","Fast","Little","69","Long","Organised","55","Normal","72","Lots","57","Normal","Organised","48","Medium","67","Double","55","Normal","win"
