"id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"2875","2011-08-14","2011/2012","8455","10194","0","0","822","909","878","959","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","draw"
"2877","2011-08-14","2011/2012","10260","8659","2","1","802","879","855","959","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","lose"
"2872","2011-08-15","2011/2012","10003","8456","0","4","876","764","948","854","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","win"
"2979","2011-08-20","2011/2012","8650","9825","2","0","832","865","930","919","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","lose"
"2980","2011-08-20","2011/2012","8655","10252","1","3","841","817","912","889","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","win"
"2982","2011-08-20","2011/2012","8659","8455","1","2","879","798","942","851","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","win"
"2983","2011-08-20","2011/2012","10172","8668","1","0","837","762","904","842","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","lose"
"2986","2011-08-20","2011/2012","10261","8472","1","0","816","832","885","887","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","lose"
"2987","2011-08-20","2011/2012","8528","10003","0","0","760","790","843","862","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","draw"
"2981","2011-08-21","2011/2012","8456","8559","3","2","","876","","957","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","lose"
"2985","2011-08-21","2011/2012","10194","9850","1","1","743","820","824","887","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","draw"
"2988","2011-08-21","2011/2012","9879","8602","0","2","795","843","857","901","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","win"
"2984","2011-08-22","2011/2012","8586","10260","0","3","860","867","943","901","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","win"
"3089","2011-08-27","2011/2012","8602","10252","0","0","829","777","910","859","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","draw"
"3090","2011-08-27","2011/2012","8668","8655","1","0","822","857","888","907","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","lose"
"3091","2011-08-27","2011/2012","9850","8455","1","3","885","760","944","818","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","win"
"3092","2011-08-27","2011/2012","8559","8650","1","3","857","","922","","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","win"
"3095","2011-08-27","2011/2012","8472","10003","0","0","760","820","843","879","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","draw"
"3098","2011-08-27","2011/2012","10172","8528","0","2","788","753","866","829","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","win"
"3093","2011-08-28","2011/2012","9825","10260","2","8","860","","943","","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","win"
"3094","2011-08-28","2011/2012","9879","10261","1","2","819","830","888","894","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","win"
"3096","2011-08-28","2011/2012","8456","8586","5","1","870","880","911","959","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","lose"
"3097","2011-08-28","2011/2012","10194","8659","1","0","802","806","855","869","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","lose"
"3189","2011-09-10","2011/2012","10003","9825","0","1","851","753","946","861","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","win"
"3190","2011-09-10","2011/2012","10260","8559","5","0","","874","","951","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","lose"
"3191","2011-09-10","2011/2012","10252","8668","2","2","837","855","897","916","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","draw"
"3193","2011-09-10","2011/2012","8528","8456","0","3","882","788","956","864","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","win"
"3196","2011-09-10","2011/2012","8650","10194","0","1","815","870","870","923","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","win"
"3197","2011-09-10","2011/2012","8455","8472","2","1","815","893","880","944","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","lose"
"3198","2011-09-10","2011/2012","8586","8602","2","0","792","875","860","910","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","lose"
"3192","2011-09-11","2011/2012","8655","9879","1","1","846","806","907","876","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","draw"
"3194","2011-09-11","2011/2012","8659","9850","1","0","746","811","829","866","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","lose"
"3195","2011-09-12","2011/2012","10261","10172","0","0","797","820","871","881","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","draw"
"3199","2011-09-17","2011/2012","10261","10252","1","1","835","820","911","881","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","draw"
"3200","2011-09-17","2011/2012","9825","8655","3","4","791","868","871","941","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","win"
"3201","2011-09-17","2011/2012","9850","8559","2","1","","738","","802","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","lose"
"3202","2011-09-17","2011/2012","8528","8668","1","3","837","782","897","882","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","win"
"3206","2011-09-17","2011/2012","8659","10003","0","3","749","784","844","853","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","win"
"3208","2011-09-17","2011/2012","10172","8602","3","0","800","794","848","858","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","lose"
"3203","2011-09-18","2011/2012","8456","9879","2","2","837","883","896","960","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","draw"
"3204","2011-09-18","2011/2012","8455","10260","1","3","869","905","949","955","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","win"
"3205","2011-09-18","2011/2012","10194","8472","0","4","825","813","893","876","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","win"
"3207","2011-09-18","2011/2012","8650","8586","0","4","861","876","915","929","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","win"
"3209","2011-09-24","2011/2012","8559","9825","0","3","862","","948","","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","win"
"3210","2011-09-24","2011/2012","10003","8455","1","4","885","749","956","847","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","win"
"3211","2011-09-24","2011/2012","8602","8650","1","2","852","768","923","840","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","win"
"3212","2011-09-24","2011/2012","8668","8456","0","2","885","846","959","892","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","win"
"3213","2011-09-24","2011/2012","8655","10261","1","3","826","798","887","878","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","win"
"3216","2011-09-24","2011/2012","10260","10194","1","1","811","883","868","950","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","draw"
"3217","2011-09-24","2011/2012","9879","8659","0","0","798","839","858","900","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","draw"
"3218","2011-09-24","2011/2012","8586","8528","2","1","784","878","870","918","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","lose"
"3215","2011-09-25","2011/2012","10252","10172","1","1","793","847","863","921","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","draw"
"3214","2011-09-26","2011/2012","8472","9850","1","2","741","829","802","893","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","win"
"3219","2011-10-01","2011/2012","8528","10252","0","2","838","786","915","865","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","win"
"3220","2011-10-01","2011/2012","8456","8655","4","0","811","866","890","950","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","lose"
"3222","2011-10-01","2011/2012","8650","8668","2","0","844","869","907","925","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","lose"
"3224","2011-10-01","2011/2012","9850","10260","0","2","866","742","939","800","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","win"
"3225","2011-10-01","2011/2012","8659","8472","2","2","828","799","899","859","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","draw"
"3228","2011-10-01","2011/2012","10261","8602","2","1","795","820","857","881","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","lose"
"3221","2011-10-02","2011/2012","8455","8559","5","1","806","906","871","957","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","lose"
"3223","2011-10-02","2011/2012","10172","9879","0","6","843","789","901","865","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","win"
"3226","2011-10-02","2011/2012","10194","10003","0","2","757","797","838","859","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","win"
"3227","2011-10-02","2011/2012","9825","8586","1","2","867","","922","","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","win"
"3230","2011-10-15","2011/2012","8668","8455","1","3","886","857","953","904","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","win"
"3231","2011-10-15","2011/2012","10260","8650","1","1","861","867","926","940","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","draw"
"3232","2011-10-15","2011/2012","10252","8456","1","4","873","842","944","912","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","win"
"3234","2011-10-15","2011/2012","10003","9850","1","3","741","759","802","857","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","win"
"3235","2011-10-15","2011/2012","8655","10172","1","1","784","800","856","881","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","draw"
"3236","2011-10-15","2011/2012","9879","10194","0","2","810","850","868","901","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","win"
"3238","2011-10-15","2011/2012","8559","8528","3","1","784","816","859","882","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","lose"
"3229","2011-10-16","2011/2012","8472","9825","1","2","842","820","928","883","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","win"
"3233","2011-10-16","2011/2012","8586","10261","2","2","819","869","887","908","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","draw"
"3237","2011-10-16","2011/2012","8602","8659","0","2","789","773","841","854","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","win"
"3240","2011-10-22","2011/2012","8659","10252","2","1","826","796","903","847","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","lose"
"3242","2011-10-22","2011/2012","8472","8559","2","0","813","809","884","887","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","lose"
"3244","2011-10-22","2011/2012","9850","8650","1","1","873","742","930","800","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","draw"
"3246","2011-10-22","2011/2012","8528","10261","0","1","819","795","887","856","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","win"
"3248","2011-10-22","2011/2012","10003","8602","2","2","790","749","857","847","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","draw"
"3239","2011-10-23","2011/2012","10194","9825","1","3","859","800","940","859","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","win"
"3241","2011-10-23","2011/2012","8586","8655","2","1","809","880","884","920","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","lose"
"3243","2011-10-23","2011/2012","8668","9879","3","1","843","853","901","898","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","lose"
"3245","2011-10-23","2011/2012","8456","10260","6","1","880","871","947","952","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","lose"
"3247","2011-10-23","2011/2012","8455","10172","0","1","787","908","853","960","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","win"
"2879","2011-10-29","2011/2012","9825","8455","5","3","885","868","954","943","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","lose"
